Lista_Unique_identifiers,Summary_EN,Summary_ES
116148,Coadministration has not been studied. Verapamil is metabolised mainly by CYP3A4 and is a moderate inhibitor of CYP3A4. No interaction is expected with dolutegravir as CYP3A4 does not play a major role in dolutegravir metabolism and dolutegravir is not expected to inhibit or induce CYP450 enzymes at clinically relevant concentrations. No interaction is expected with lamivudine.,""
116149,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Anastrozole is mainly oxidized to hydroxyanastrozole by CYP3A4 (major) and glucuronidated by UGT1A4. Dolutegravir is not expected to inhibit or induce CYP450 or UGT enzymes at clinically relevant concentrations. No interaction is expected with lamivudine.,""
116150,Coadministration has not been studied but based on the metabolic profiles of both drugs there is little potential for pharmacokinetic interaction. Limited data suggest that asparaginase is likely to be eliminated by the reticulo endothelial system. Less than 0.1% of a total injected dose is recovered in urine.,""
116154,"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Bortezomib is mainly metabolized by CYP3A4 and 2C19 and to a lesser extent CYP1A2, 2D6 and 2C9. Dolutegravir is not expected to inhibit or induce CYP450 enzymes at clinically relevant concentrations. No interaction is expected with lamivudine.",""
116155,Coadministration has not been studied. Capecitabine is activated by sequential enzyme reactions to fluorouracil. Dihydropyrimidine dehydrogenase plays a role in fluorouracil metabolism. Nucleoside analogues such as lamivudine may compete for these metabolic pathways. The clinical relevance of this interaction is unknown. No interaction is expected with dolutegravir.,""
116156,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Carboplatin is excreted primarily by renal glomerular filtration and there is little potential for a pharmacokinetic interaction.,""
116177,Coadministration has not been studied but based on metabolism and clearance a clinically significant pharmacokinetic interaction is unlikely. Formestane undergoes reductive metabolism by hepatic hydroxysteroid dehydrogenase and glucuronidation. Dolutegravir is not expected to induce or inhibit UGTs at clinically relevant concentrations. No interaction is expected with lamivudine.,""
116159,"Coadministration has not been studied. Cisplatin is eliminated renally via OCT2 and MATE1. In vitro data indicate that dolutegravir is a moderate inhibitor of OCT2. Inhibition of OCT2 will lead to lower concentrations of cisplatin inside the tubular cell which represents an advantage as this may reduce the risk of cisplatin related nephrotoxicity. However, cisplatin and lamivudine could potentially compete for OCT2 which could slow their elimination. Furthermore, cisplatin may impair the renal function. Closely monitor creatinine clearance.",""
116160,"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Cyclophosphamide is activated (major pathway) to 4-hydroxycyclophosphamide by CYPs 2B6 (major), 2C9 and 3A4. Inactivation (minor, 10%) to the neurotoxic chloroacetaldehyde metabolite is performed mainly by CYP3A4. Dolutegravir is not expected to inhibit or induce CYP450 enzymes at clinically relevant concentrations. No interaction is expected with lamivudine.",""
116161,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Cytarabine is metabolized by cytidine deaminase. No interaction is expected with dolutegravir or lamivudine.,""
116162,"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Dacarbazine is activated to MTIC primarily via CYP1A2 and to a lesser extent by CYP2E1, with CYP1A1 having a role in extrahepatic metabolism. Dolutegravir is not expected to inhibit or induce CYP450 enzymes at clinically relevant concentrations. No interaction is expected with lamivudine.",""
116163,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely as dactinomycin is minimally metabolized.,""
116164,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Dasatinib is metabolized by CYP3A4 and inhibits this same enzyme. A clinically significant interaction is not expected with dolutegravir as CYP3A4 does not play a major role in dolutegravir metabolism and dolutegravir is not expected to inhibit or induce CYP450 enzymes at clinically relevant concentrations. No interaction is expected with lamivudine.,""
116166,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Docetaxel is metabolized by CYP3A4. Dolutegravir is not expected to inhibit or induce CYP450 enzymes at clinically relevant concentrations. No interaction is expected with lamivudine.,""
116168,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Droloxifene is mainly glucuronidated. Dolutegravir is not expected to induce or inhibit UGTs at clinically relevant concentrations. No interaction is expected with lamivudine.,""
116169,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Epirubicin is glucuronidated by UGT2B7. Dolutegravir is not expected to inhibit or induce UGTs at clinically relevant concentrations. No interaction is expected with lamivudine.,""
116170,"Coadministration has not been studied. Erlotinib is mainly metabolized by CYP3A4, however, dolutegravir is not expected to inhibit or induce CYP450 enzymes at clinically relevant concentrations. Erlotinib is a strong inhibitor of UGT1A1 in vitro and could increase dolutegravir concentrations, however, this is unlikely to be clinically significant due to the wide therapeutic window of dolutegravir. No interaction is expected with lamivudine.",""
116172,"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Etoposide is partly metabolized by CYP3A4 to reactive catechol metabolites. Conversion to reactive metabolites can also be mediated by prostaglandin synthase or myeloperoxidase. Furthermore, etoposide is partly glucuronidated by UGT1A1. Dolutegravir is not expected to inhibit or induce CYPs or UGTs enzymes at clinically relevant concentrations. No interaction is expected with lamivudine.",""
