Unique_identifier,Primary_drug_id,Primary_Drug,drug_trade_names,drug_class_name,co_drug_id,Comedication,co_drug_trade_names,co_drug_class_name,Evidence_Grade,Interaction_Status,Interaction_Status_color,site_type,Last_updated,Description,Resumo,created_at,updated_at
118829,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2268,Clobetasol,"Clarelux, ClobaDerm, Dermovate, Etrivex, Clobex, Cormax, Embeline, Olux, Temovate",Steroids,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. O clobetasol é metabolizado pela CYP3A4. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
118830,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2255,Dexamethasone,"Dexsol, Maxidex, Ozurdex, Ciprodex, Dexamethasone Intensol",Steroids,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. A dexametasona é metabolizada principalmente no fígado, mas também no rim. A dexametasona e seus metabólitos são excretados na urina. É pouco provável uma interação, pois o albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes.",2020-03-06 13:29:00,NULL
118831,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2267,Fludrocortisone,Florinef,Steroids,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. A fludrocortisona é metabolizada pela CYP3A4. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
118832,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2829,Flunisolide,Aerospan HFA,Steroids,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. A flunisolida é metabolizada pela CYP3A4. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
118833,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2274,Fluocinolone,"Iluvien, Synalar, Capex, Derma-Smoothe/FS, DermOtic, Fluonid, Retisert, Synemol",Steroids,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa com a utilização tópica de fluocinolona. A fluocinolona sofre metabolismo hepático. É pouco provável uma interação, pois o albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes.",2020-03-06 13:29:00,NULL
118834,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2263,Fluticasone,"Flutiform, Iffeza, Seretide, Advair Diskus, Advair HFA, Avamys, Flixonase, Flixotide, Pirinase, Statease, Alisade, Cutivate, Flonase, Flovent Diskus, Flovent HFA, Veramyst, Relvar Ellipta, Breo Ellipta, Revinty",Steroids,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. A fluticasona é metabolizada pela CYP3A4. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
118835,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2266,Hydrocortisone (oral),"Hydrocortistab, Solu-Cortef, Cipro HC, Colocort, Cortenema, Cortifoam",Steroids,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. A hidrocortisona é metabolizada pela CYP3A4. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
118836,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2270,Hydrocortisone (topical),"Cortopin, Dermacare, Dermacort, Dioderm, HC45, Lanacort, Locoid, Mildison, Hydrocortisyl, Ala-Cort, Ala-Scalp, Anusol HC, Micort-HC, Orabase HCA, Pandel, Stie-Cort, Westcort, Germoloids HC, Perinal, Xyloproct, Gentisone HC, Daktacort, Timodine, Xerese",Steroids,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa com a utilização tópica de hidrocortisona. A hidrocortisona é metabolizada pela CYP3A4. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
118837,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2256,Megestrol acetate,"Megace, Megace ES",Steroids,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. O acetato de megestrol é eliminado principalmente na urina. É pouco provável uma interação, pois o albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes.",2020-03-06 13:29:00,NULL
118838,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2275,Methylprednisolone,"Depo-Medrone, Medrone, Solu-Medrone, A-Methapred, depMedaolone, Depo-Medrol, Medrol, Solu-Medrol",Steroids,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. A metilprednisolona é metabolizada pela CYP3A4. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
118839,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2265,Mometasone,"Asmanex, Elocon, Nasonex, Dulera, Zenhale",Steroids,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. A mometasona é metabolizada pela CYP3A4. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
118840,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2257,Nandrolone,Deca-durabolin,Steroids,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. A nandrolona é metabolizada no fígado por alfa reductase. É pouco provável uma interação, pois o albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes.",2020-03-06 13:29:00,NULL
118841,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2258,Oxandrolone,Oxandrin,Steroids,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. A oxandrolona é metabolizada no rim. É pouco provável uma interação, pois o albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes.",2020-03-06 13:29:00,NULL
118842,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2259,Prednisolone,"Deltacortril, Pred Forte, Pred Mild, Flo-Pred, Omnipred, Orapred, Orapred ODT, Pediapred, Deltastab, Predfoam, Pred G",Steroids,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. A prednisolona é metabolizada pela CYP3A4. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
118843,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2264,Prednisone,"Lodotra, Deltasone, Liquid Pred, Meticorten, Panasol-S, Rayos, Sterapred",Steroids,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. A prednisona é convertida em metabólito ativo prednisolona por 11-B-hidroxi-de-hidrogenase. A prednisolona é então metabolizada pela CYP3A4. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
118844,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2260,Stanozolol,,Steroids,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes.",2020-03-06 13:29:00,NULL
118845,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2261,Testosterone,"Restandol, Striant, Sustanon, Intrinsa, Livensa, Androderm, Androgel, Axiron, Depo-Testosterone, Fortesta, Testim, Testopel, Andropatch, Nebido, Testogel, Tostran, Virormone",Steroids,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. A testosterona é metabolizada pela CYP3A4. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
